loss,accuracy,val_loss,val_accuracy
0.14095567166805267,0.8624563217163086,0.9751496911048889,0.7378931641578674
0.16474436223506927,0.8493509888648987,1.1680508852005005,0.7129306197166443
0.18460656702518463,0.8433599472045898,1.0470818281173706,0.7463804483413696
0.21641430258750916,0.8341237902641296,1.2932684421539307,0.7049425840377808
0.18112458288669586,0.8451073169708252,1.0557641983032227,0.6864702701568604
0.20976506173610687,0.8402396440505981,1.110015630722046,0.6540189981460571
0.21685555577278137,0.8413629531860352,2.365429162979126,0.44682976603507996
0.17817825078964233,0.8550923466682434,1.0449885129928589,0.7144283652305603
0.14599467813968658,0.8602097034454346,1.9423940181732178,0.5137293934822083
0.14982932806015015,0.866450309753418,1.6103172302246094,0.5751373171806335
0.18047548830509186,0.8615826368331909,1.052836298942566,0.716425359249115
0.14626480638980865,0.8633300065994263,0.9202138185501099,0.7428856492042542
0.1844012439250946,0.8513479828834534,1.273528814315796,0.6480279564857483
0.23699502646923065,0.833624541759491,1.1992838382720947,0.7059410810470581
0.22131870687007904,0.8363704681396484,1.4075899124145508,0.7074388265609741
0.1755356788635254,0.8497254252433777,0.932413637638092,0.7309036254882812
0.12540046870708466,0.8720669150352478,0.943558394908905,0.7383924126625061
0.15080389380455017,0.8740639090538025,1.0511207580566406,0.7089365720748901
0.2311098426580429,0.8504742980003357,0.997303307056427,0.7478781938552856
0.16513186693191528,0.8600848913192749,1.0186841487884521,0.7274088859558105
0.16350211203098297,0.8629555702209473,0.9295567870140076,0.7493759393692017
0.1606370359659195,0.8719421029090881,1.2851687669754028,0.6440339684486389
0.13506145775318146,0.8744383454322815,1.0085570812225342,0.7443834543228149
0.15450207889080048,0.8670743703842163,1.0054651498794556,0.7309036254882812
0.1423196792602539,0.8734398484230042,1.4853509664535522,0.7274088859558105
0.10894963145256042,0.8849226236343384,1.066617727279663,0.7343984246253967
0.14077229797840118,0.8764353394508362,1.1893482208251953,0.6899650692939758
0.12621985375881195,0.8872940540313721,1.6569792032241821,0.6849725246429443
0.21927568316459656,0.8463554382324219,1.1004836559295654,0.7059410810470581
0.1980075091123581,0.8557164072990417,1.0073702335357666,0.7319021224975586
0.13372929394245148,0.881303071975708,1.03622567653656,0.7433848977088928
0.2031669020652771,0.8446080684661865,0.9993381500244141,0.7279081344604492
0.14959102869033813,0.8685721158981323,1.0315220355987549,0.7433848977088928
0.11954005062580109,0.8869196176528931,1.034879446029663,0.7338991761207581
0.10135409235954285,0.8957813382148743,1.0403825044631958,0.7348976731300354
0.1328059583902359,0.8919121026992798,1.4578702449798584,0.7383924126625061
0.12229975312948227,0.8891662359237671,1.105865716934204,0.7618572115898132
0.10806414484977722,0.8967798352241516,1.1606037616729736,0.7014478445053101
0.10607139766216278,0.90114825963974,1.1048353910446167,0.7353969216346741
0.11416230350732803,0.8975287079811096,1.6165372133255005,0.6270594000816345
0.12487910687923431,0.8929106593132019,1.0551759004592896,0.7184223532676697
0.1147891953587532,0.8947828412055969,1.0887497663497925,0.7219171524047852
0.1215507909655571,0.8975287079811096,1.445540189743042,0.647029459476471
0.1668282300233841,0.8704443573951721,1.8772298097610474,0.5521717667579651
0.16346995532512665,0.8746879696846008,1.4746638536453247,0.6105841398239136
0.12396411597728729,0.8899151086807251,1.2142229080200195,0.7019470930099487
0.10105536878108978,0.901897132396698,1.3401708602905273,0.6694957613945007
0.09214386343955994,0.9087618589401245,1.0701801776885986,0.7319021224975586
0.1120031476020813,0.8969046473503113,1.04891037940979,0.7578632235527039
0.10645601153373718,0.9010234475135803,1.0470439195632935,0.7368946671485901
0.11407705396413803,0.9078881740570068,1.2474316358566284,0.6949575543403625
0.189561665058136,0.8758112788200378,2.211642265319824,0.42486271262168884
0.16352586448192596,0.8713180422782898,1.338586449623108,0.6630054712295532
0.11906276643276215,0.898152768611908,1.158398985862732,0.7144283652305603
0.15202713012695312,0.8926610350608826,1.1491872072219849,0.6899650692939758
0.13814254105091095,0.883924126625061,1.1014320850372314,0.7219171524047852
0.11092982441186905,0.900399386882782,1.653183102607727,0.6345481872558594
0.16675345599651337,0.8917872905731201,1.2724803686141968,0.7139291167259216
0.11273766309022903,0.9012730717658997,1.1094229221343994,0.7329006195068359
0.0780041515827179,0.9227408766746521,1.439942479133606,0.7338991761207581
0.07910007238388062,0.9219920039176941,1.167885661125183,0.7333999276161194
0.08724993467330933,0.9155017733573914,1.2421455383300781,0.7174238562583923
0.0890260636806488,0.9192461371421814,1.1134604215621948,0.7653519511222839
0.07774737477302551,0.9203694462776184,1.2825818061828613,0.7119321227073669
0.08391398936510086,0.9192461371421814,1.299676775932312,0.7274088859558105
0.1027769073843956,0.9126310348510742,1.2167384624481201,0.714927613735199
0.07899399846792221,0.9209935069084167,1.1791731119155884,0.745881199836731
0.06416024267673492,0.9299800395965576,1.1728219985961914,0.7368946671485901
0.07341165095567703,0.9284822940826416,1.3116623163223267,0.7124313712120056
0.08471782505512238,0.9202446341514587,1.179417610168457,0.7428856492042542
0.10347793251276016,0.9198701977729797,1.5526244640350342,0.7224164009094238
0.09068694710731506,0.9187468886375427,1.2108086347579956,0.7403894066810608
0.1994406133890152,0.8796804547309875,2.6232919692993164,0.3969046473503113
0.15355809032917023,0.8779330849647522,1.1200202703475952,0.7114328742027283
0.11854461580514908,0.9036445617675781,2.2921247482299805,0.5471792221069336
0.14457762241363525,0.8942835927009583,1.0572959184646606,0.7428856492042542
0.08514236658811569,0.9206190705299377,1.1859914064407349,0.7214178442955017
0.08038665354251862,0.9249874949455261,1.112343430519104,0.7493759393692017
0.07544570416212082,0.9297304153442383,1.3706061840057373,0.7009485960006714
0.07756192982196808,0.9261108040809631,1.136796236038208,0.7648527026176453
0.11575420200824738,0.9141287803649902,1.3209638595581055,0.7239141464233398
0.09968120604753494,0.9166250824928284,1.0750083923339844,0.7523714303970337
0.08647081255912781,0.9239889979362488,1.0600637197494507,0.7568647265434265
0.13014058768749237,0.901897132396698,1.102376103401184,0.7463804483413696
0.12225927412509918,0.9102596044540405,1.3443807363510132,0.7319021224975586
0.1657589077949524,0.8967798352241516,1.5200278759002686,0.680978536605835
0.11853852868080139,0.9071393013000488,1.0927304029464722,0.7333999276161194
0.07544585317373276,0.9344732761383057,1.1135691404342651,0.7418871521949768
0.07478109747171402,0.9284822940826416,1.1612988710403442,0.7348976731300354
0.058201149106025696,0.9380928874015808,1.0848355293273926,0.7658511996269226
0.05792432278394699,0.9433349967002869,1.2160589694976807,0.7443834543228149
0.055007148534059525,0.9438342452049255,1.3058408498764038,0.7269096374511719
0.05338055267930031,0.9483274817466736,1.277337908744812,0.7279081344604492
0.0678335577249527,0.9382176995277405,1.1810449361801147,0.7428856492042542
0.08082277327775955,0.9327259063720703,1.1833754777908325,0.7658511996269226
0.0676303282380104,0.9398402571678162,1.285975456237793,0.714927613735199
0.10871587693691254,0.9194957613945007,1.9397075176239014,0.6959560513496399
0.09418287873268127,0.9261108040809631,1.2674797773361206,0.7249126434326172
0.06553011387586594,0.9353469610214233,1.1418509483337402,0.7643534541130066
0.04808531701564789,0.9475786089897156,1.2691434621810913,0.7638542056083679
